venue,event_id,location,region,gender,rank,name,nationality,age_group,finish_time,finish_seconds
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,W,82,"Ardito, Anna",USA,16-24,01:18:33,4713
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,W,83,"De Koster, Tara",NED,35-39,01:18:34,4714
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,W,84,"Corvi, Valentina",ITA,30-34,01:18:38,4718
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,W,85,"Heraly, Pauline",BEL,35-39,01:18:41,4721
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,W,86,"Kokhuis, Anne Loes",NED,40-44,01:18:43,4723
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,W,87,"De Haar, Cynthia",NED,40-44,01:18:43,4723
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,W,88,"De Rijk, Guusje",NED,25-29,01:18:48,4728
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,W,89,"Huizenga, Jan Jaap",NED,30-34,01:18:49,4729
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,W,9,"Rose, Carley",GBR,35-39,01:08:58,4138
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,W,90,"Bekkers, Danni",NED,16-24,01:18:51,4731
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,W,91,"Willigers, Iris",NED,16-24,01:18:59,4739
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,W,92,"Meijer, Esmée",NED,25-29,01:19:01,4741
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,W,93,"Bosmans, Manon",NED,40-44,01:19:16,4756
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,W,94,"Deenen, Geerte",NED,40-44,01:19:20,4760
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,W,95,"Van Suijdam, Maaike",NED,25-29,01:19:27,4767
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,W,96,"Van Keymeulen, Sare",BEL,30-34,01:19:29,4769
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,W,97,"Timmermans, Nina",NED,25-29,01:19:37,4777
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,W,98,"Vannieuwenhuyze, An",BEL,35-39,01:19:38,4778
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,W,99,"Kok, Chiara",NED,16-24,01:19:47,4787
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,1,"Van Rooijen, Sander",NED,35-39,00:57:17,3437
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,10,"Wolke, Twan",NED,25-29,01:02:36,3756
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,100,"Colin, Jean Can",FRA,25-29,01:10:14,4214
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,11,"Angelini, Marco",ITA,30-34,01:02:40,3760
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,12,"Van Sprang, Niki",NED,30-34,01:03:18,3798
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,13,"Van Den Brink, Yuri",NED,30-34,01:03:28,3808
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,14,"Rietveld, Mike",NED,25-29,01:03:31,3811
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,15,"Overbosch, Daan",NED,25-29,01:03:47,3827
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,16,"Schreuder, Youp",NED,30-34,01:04:09,3849
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,17,"Höppener, Matthijs",NED,30-34,01:04:18,3858
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,18,"Gambon, Rob",NED,25-29,01:04:21,3861
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,19,"Roos, Leon",NED,30-34,01:04:37,3877
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,2,"Verhoeven, Martijn",NED,35-39,01:00:00,3600
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,20,"Westerbos, Michael",NED,16-24,01:04:41,3881
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,21,"Plukkel, Erik",NED,40-44,01:04:48,3888
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,22,"Borst, Niek",NED,16-24,01:04:59,3899
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,23,"Huisman, Max",NED,16-24,01:05:06,3906
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,24,"Achterkamp, Daan",NED,25-29,01:05:15,3915
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,25,"De Gruijl, Peter",NED,30-34,01:05:20,3920
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,26,"Olde, Tijs",NED,16-24,01:05:28,3928
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,27,"Ahmed, Suhayb",NED,16-24,01:05:31,3931
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,28,"Van Der Kolk, Wessel",NED,30-34,01:05:32,3932
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,29,"Bosman, Delano",NED,25-29,01:05:38,3938
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,3,"Versendaal, Tygo",NED,16-24,01:00:26,3626
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,30,"Wennemars, Erben",NED,50-54,01:05:40,3940
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,31,"Furber, Matthew",GBR,40-44,01:05:43,3943
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,32,"Koene, Bas",NED,40-44,01:05:48,3948
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,33,"Bosman, Eddie",NED,25-29,01:05:56,3956
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,34,"Dekker, Nino",NED,25-29,01:05:58,3958
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,35,"Rippens, Micheal",NED,40-44,01:06:01,3961
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,36,"Verbaan, Rogier",NED,40-44,01:06:03,3963
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,37,"Van Den Berkhof, Tom",NED,40-44,01:06:03,3963
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,38,"Wennemars, Erben",NED,50-54,01:06:07,3967
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,39,"Lalleman, Emiel",NED,25-29,01:06:08,3968
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,4,"Proost, Koen",NED,16-24,01:00:57,3657
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,40,"Cooke, Michael",GBR,25-29,01:06:16,3976
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,41,"Bosten, Jelle",NED,16-24,01:06:17,3977
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,42,"Van Os, Joël",NED,25-29,01:06:30,3990
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,43,"Jones, Ben",GBR,30-34,01:06:31,3991
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,44,"Wissink, Kay",NED,25-29,01:06:37,3997
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,45,"Corthals, Kristof",BEL,40-44,01:06:42,4002
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,46,"Ottens, Jeroen",NED,25-29,01:06:45,4005
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,47,"Schipper, Damian",NED,25-29,01:07:05,4025
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,48,"Ellsworth, Cliff",NED,30-34,01:07:09,4029
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,49,"Zibari, Alaa",NED,30-34,01:07:21,4041
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,5,"Beishuizen, Marcel",NED,35-39,01:01:28,3688
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,50,"Bruinsma, Vince",NED,25-29,01:07:23,4043
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,51,"Roelvink, Donny",NED,25-29,01:07:24,4044
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,52,"Mthembu, Sizwe",RSA,25-29,01:07:39,4059
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,53,"Van Rees, Rory",NED,35-39,01:07:40,4060
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,54,"Niesten, Mauro",NED,35-39,01:07:45,4065
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,55,"Stoop, Morris",NED,25-29,01:07:54,4074
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,56,"Mulder, Dario",NED,25-29,01:07:57,4077
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,57,"El Alili, Houcine",NED,30-34,01:07:58,4078
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,58,"Vermaat, Niels",NED,30-34,01:08:04,4084
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,59,"Bleeksma, Lloyd",NED,30-34,01:08:14,4094
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,6,"Bakhuis, Wouter",NED,30-34,01:01:47,3707
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,60,"Verboom, Pascal",NED,30-34,01:08:14,4094
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,61,"Steenbergen, Nick",GBR,35-39,01:08:16,4096
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,62,"Mussche, Frans",NED,30-34,01:08:16,4096
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,63,"De Jong, Jip",NED,16-24,01:08:19,4099
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,64,"Van Den Hoek, Hans",NED,35-39,01:08:24,4104
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,65,"Van Driel, Jorden",NED,30-34,01:08:31,4111
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,66,"Bosch, Stephan",RSA,30-34,01:08:42,4122
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,67,"Alards, Thijmen",NED,16-24,01:08:42,4122
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,68,"Claassen, Jurgen",NED,50-54,01:08:43,4123
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,69,"De Bruijn, Justy",NED,35-39,01:08:43,4123
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,7,"Sankey, Joe",GBR,35-39,01:01:49,3709
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,70,"Markovits, Mats",NED,25-29,01:08:43,4123
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,71,"Slotman, Mickey",NED,16-24,01:08:46,4126
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,72,"Marees, Robin",NED,40-44,01:08:49,4129
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,73,"Degeling, Thomas",NED,35-39,01:08:56,4136
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,74,"Van Der Have, Roan",NED,16-24,01:09:02,4142
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,75,"Van Der Linden, Sander",NED,35-39,01:09:02,4142
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,76,"Do Rosario, Calvin",NED,25-29,01:09:08,4148
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,77,"Schiffelers, Kay",NED,30-34,01:09:08,4148
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,78,"Jansen, Robin",NED,16-24,01:09:10,4150
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,79,"Van Der Vloet, Yves",NED,16-24,01:09:10,4150
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,8,"Engbers, Mack",NED,25-29,01:02:09,3729
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,80,"Van Gils, Joey",NED,16-24,01:09:10,4150
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,81,"Alderlieste, Marcel",NED,35-39,01:09:24,4164
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,82,"De Kleijn, Dave",NED,40-44,01:09:24,4164
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,83,"Alberts, Teun",NED,30-34,01:09:26,4166
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,84,"Paulet, Shane",BEL,35-39,01:09:27,4167
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,85,"Heessels, Ivo",NED,25-29,01:09:28,4168
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,86,"De Vries, Klaas",NED,35-39,01:09:30,4170
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,87,"Da Silva Martins, Lilinho",ANG,30-34,01:09:33,4173
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,88,"Rijckaert, Robin",BEL,30-34,01:09:35,4175
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,89,"Van Minnen, Olivier",NED,30-34,01:09:40,4180
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,9,"Versluis, Dylan",NED,25-29,01:02:10,3730
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,90,"Van Der Sijde, Martijn",NED,40-44,01:09:43,4183
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,91,"Kopp, Dylan",NED,30-34,01:09:47,4187
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,92,"Slotemaker, Wessel",NED,45-49,01:09:52,4192
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,93,"Niezing, Noud",NED,16-24,01:09:54,4194
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,94,"Schouten, Leon",NED,30-34,01:09:55,4195
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,95,"Meijer, Jeroen",NED,35-39,01:09:56,4196
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,96,"Timmermans, Stan",NED,30-34,01:10:08,4208
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,97,"Kuster, Tom",NED,25-29,01:10:09,4209
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,98,"Van Zeggeren, Berend",NED,40-44,01:10:11,4211
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,M,99,"Karakuş, Barış Cihan",TUR,30-34,01:10:11,4211
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,1,"Broere, Eva",NED,25-29,01:08:16,4096
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,10,"Van Hilten, Djoni",NED,16-24,01:11:12,4272
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,100,"Verschoor, Quinty",NED,25-29,01:20:57,4857
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,11,"Kamphuis, Lynn",NED,35-39,01:11:21,4281
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,12,"Strijker, Anna",NED,30-34,01:11:35,4295
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,13,"De Wit - De Boer, Irene",NED,40-44,01:11:51,4311
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,14,"Vancauwenberghe, Phoebe",BEL,30-34,01:11:54,4314
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,15,"Van Itterbeeck, Lies",BEL,25-29,01:11:57,4317
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,16,"Görz, Martina",GER,45-49,01:11:58,4318
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,17,"Telgenkamp, Manon",NED,30-34,01:12:04,4324
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,18,"Van Bemmelen, Yara",NED,16-24,01:12:04,4324
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,19,"Van Linden, Noah",NED,25-29,01:12:07,4327
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,2,"Jacobs, Tessa",NED,25-29,01:08:37,4117
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,20,"Thuis, Yael",NED,16-24,01:12:09,4329
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,21,"De Grouw, Barbara",NED,25-29,01:12:43,4363
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,22,"Kamphorst, Kristie",NED,30-34,01:12:51,4371
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,23,"Van Der Vlies, Sophie",NED,16-24,01:12:54,4374
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,24,"Ammerlaan, Vera",NED,16-24,01:13:08,4388
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,25,"Kok, Frieda",NED,40-44,01:13:09,4389
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,26,"Visser, Margriet",NED,25-29,01:13:14,4394
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,27,"Groeneveld, Marcella",NED,35-39,01:13:15,4395
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,28,"Van Der Weerd, Julia",NED,16-24,01:13:19,4399
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,29,"Rees, Louise",GBR,40-44,01:13:44,4424
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,3,"Van De Klippe, Esmee",NED,30-34,01:09:29,4169
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,30,"Van Der Houwen, Mathilde",NED,16-24,01:13:47,4427
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,31,"Van Heijst, Britt",NED,16-24,01:13:50,4430
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,32,"Van Osch, Maud",NED,30-34,01:14:15,4455
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,33,"Van Den Broek, Juna",NED,16-24,01:14:19,4459
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,34,"Kok, Amy",NED,16-24,01:14:35,4475
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,35,"Mooij, Femke",NED,25-29,01:14:48,4488
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,36,"Koch, Joska",NED,25-29,01:14:53,4493
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,37,"Arets, Amber",NED,16-24,01:14:57,4497
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,38,"Da Costa Peixoto, Vivienne",NED,30-34,01:15:00,4500
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,39,"Blankenstijn, Nadine",NED,16-24,01:15:19,4519
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,4,"Brittijn, Mariska",NED,40-44,01:09:32,4172
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,40,"Wierda, Annadyn",NED,25-29,01:15:19,4519
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,41,"Fenne, Alma",NED,30-34,01:15:25,4525
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,42,"Hessels, Rian",NED,30-34,01:15:35,4535
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,43,"Dijkzeul, Bianca",NED,45-49,01:15:41,4541
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,44,"Achterberg, Shanna",NED,30-34,01:15:46,4546
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,45,"Eijk, Judith",NED,30-34,01:15:54,4554
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,46,"Nagelhout, Henrieke",NED,35-39,01:16:03,4563
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,47,"Schinkel, Rieneke",NED,40-44,01:16:09,4569
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,48,"Smits, Minke",NED,16-24,01:16:19,4579
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,49,"Dijkstra, Roos",NED,25-29,01:16:26,4586
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,5,"Van Disseldorp, Lisa",NED,25-29,01:09:45,4185
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,50,"Van Veen, Daniëlle",NED,25-29,01:16:27,4587
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,51,"Ros, Merle",NED,30-34,01:16:31,4591
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,52,"Silven, Gabriëlle",NED,25-29,01:16:32,4592
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,53,"Griensven, Kim",NED,16-24,01:16:41,4601
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,54,"Vos, Carlijn",NED,25-29,01:16:44,4604
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,55,"Beekman, Lindsey",NED,40-44,01:16:49,4609
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,56,"De Jongh, Anouk",NED,25-29,01:16:56,4616
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,57,"Van Zwam, Rosa Lotta",NED,25-29,01:17:06,4626
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,58,"Engels, Margret",NED,50-54,01:17:17,4637
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,59,"Ooms, Iris",NED,25-29,01:17:26,4646
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,6,"De Jong, Lienke",NED,30-34,01:10:22,4222
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,60,"Van Der Wal, Monique",NED,25-29,01:17:31,4651
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,61,"Van Peperstraten, Lonneke",NED,50-54,01:17:42,4662
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,62,"Oostland, Marit",NED,16-24,01:17:52,4672
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,63,"Beekman, Nathalie",NED,45-49,01:17:54,4674
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,64,"De Valk, Robin",NED,40-44,01:17:55,4675
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,65,"Kuil, Anne-Fleur",NED,25-29,01:17:57,4677
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,66,"Klemann, Steffie",NED,40-44,01:17:58,4678
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,67,"Kingma, Mariёlle",NED,30-34,01:17:59,4679
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,68,"Hooijschuur, Sander",NED,40-44,01:18:04,4684
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,69,"Sperling, Levi",NED,16-24,01:18:07,4687
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,7,"De Wildt, Linda",NED,25-29,01:10:36,4236
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,70,"Van Hulst, Dewi",NED,25-29,01:18:10,4690
